,model,wav,ground,m0,s0,m1,s1,t
659,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d9ddf8666c9ef7b1cb17dab0f938aff2.wav,sad,fear,0.9913228750228882,sadness,0.007972083985805511,2.5305159091949463
660,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fde74437ae285c0a7c8a639b2a70efbf.wav,sad,neutral,0.6513392329216003,sadness,0.33285844326019287,2.5305159091949463
661,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1a66cdb1a0dfe4b8c21c96db8273a59d.wav,neutral,fear,0.8923752307891846,neutral,0.09221307933330536,2.5305159091949463
662,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/abadd9a8ebc2d95322c82873f0fffc78.wav,neutral,fear,0.9984602928161621,sadness,0.0005269379471428692,2.5305159091949463
663,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cc61b9a117776b832d858f05b5664494.wav,angry,anger,0.9950064420700073,fear,0.003852291963994503,2.5305159091949463
664,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0cd0f503cf489e20e7e72955e20ec8dd.wav,sad,fear,0.9985001087188721,sadness,0.001094002858735621,2.5305159091949463
665,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fde74437ae285c0a7c8a639b2a70efbf.wav,sad,neutral,0.6513392329216003,sadness,0.33285844326019287,2.5305159091949463
666,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/688bd6e993cf9d9d7b0e5866842f3bf2.wav,neutral,fear,0.6248182058334351,neutral,0.3509439527988434,2.5305159091949463
667,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b231c8c2fe5fe3ee8bfc2b9b8af17381.wav,neutral,enthusiasm,0.6415949463844299,neutral,0.35594144463539124,2.5305159091949463
668,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/045049c7b28102818c93e3b3e586f8f6.wav,neutral,enthusiasm,0.995087206363678,neutral,0.004216107074171305,2.5305159091949463
669,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c4bce5d278f81e0275ef28788a3414de.wav,sad,neutral,0.48766055703163147,sadness,0.21315738558769226,2.5305159091949463
670,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1a7ec19d272157c1d8a3d9fabf1b9717.wav,neutral,fear,0.9962981343269348,sadness,0.002819131826981902,2.5305159091949463
671,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/21d9d0c892cf590abab9394c5430c4a2.wav,neutral,sadness,0.9633312821388245,fear,0.02194364182651043,2.5305159091949463
672,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f64fee4b049900b8b997778d52565623.wav,neutral,neutral,0.5061968564987183,sadness,0.26911813020706177,2.5305159091949463
673,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/aca882b01aa79b7a75bd2e8acb2373f9.wav,sad,sadness,0.9984776377677917,neutral,0.0008735202136449516,2.5305159091949463
674,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0b166d5b354d96e7053ada8e38c35f9e.wav,sad,fear,0.9967119693756104,sadness,0.002913335571065545,2.5305159091949463
675,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c9d561dd84d910c6a9b63219af48c93d.wav,neutral,neutral,0.9332358837127686,fear,0.03262985497713089,2.5305159091949463
676,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a7d49b8645bf8fcd7869981e54b751f7.wav,sad,fear,0.8964925408363342,sadness,0.09591706097126007,2.5305159091949463
677,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/eac47d2886774c3a5fbdc2ff552ce2f1.wav,sad,fear,0.5300078392028809,sadness,0.4651941955089569,2.5305159091949463
678,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/70d6ee1476cc27ebeb94df60086ec389.wav,sad,fear,0.7080529928207397,sadness,0.28294986486434937,2.5305159091949463
679,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7cd6814fe968d3f5dd36a9ebd0358e06.wav,neutral,fear,0.763026237487793,neutral,0.2088199108839035,2.5305159091949463
680,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ad82ab7dac7fd918df5ac127089cfae2.wav,positive,neutral,0.9971146583557129,fear,0.0010647564195096493,2.5305159091949463
681,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/28966a4b648a399f03e07db6d9bb5b5f.wav,neutral,sadness,0.9948238134384155,fear,0.0032127853482961655,2.5305159091949463
682,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/99baaf6ed01355a799311d49121e0a0f.wav,sad,fear,0.9967947602272034,sadness,0.0028576122131198645,2.5305159091949463
683,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b7bf567528adfd951943b0a9f00b38fe.wav,neutral,fear,0.9989631175994873,sadness,0.0005903335404582322,2.5305159091949463
684,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/5ed15c01fab4a41fceb4b1e194acefdc.wav,neutral,fear,0.9817727208137512,sadness,0.015990441665053368,2.5305159091949463
685,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a144177a9ed7ee20fd0f84e80519bf3d.wav,sad,fear,0.9965621829032898,sadness,0.0029173404909670353,2.5305159091949463
686,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/e1e8547aeff2978d64972868be7c09ff.wav,sad,fear,0.9868240356445312,disgust,0.004891125485301018,2.5305159091949463
687,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/045049c7b28102818c93e3b3e586f8f6.wav,neutral,enthusiasm,0.995087206363678,neutral,0.004216107074171305,2.5305159091949463
688,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/00f1e2a546170234504d9482716adf8e.wav,neutral,fear,0.9137074947357178,sadness,0.06157270073890686,2.5305159091949463
689,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1f3a87af6fea09bbd214905bab0cccc1.wav,neutral,fear,0.9963655471801758,sadness,0.002960827201604843,2.5305159091949463
690,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/00f1e2a546170234504d9482716adf8e.wav,neutral,fear,0.9137074947357178,sadness,0.06157270073890686,2.5305159091949463
691,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ea378e904920cf71b6cf019ab7f9a115.wav,positive,happiness,0.9952049255371094,enthusiasm,0.004354213364422321,2.5305159091949463
692,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6a2e1ec332a137590869c8d6f13dc1c4.wav,neutral,neutral,0.9606958627700806,fear,0.027111707255244255,2.5305159091949463
693,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/46d10834cbdeb2a335d20f7769ea8d29.wav,sad,fear,0.987821638584137,sadness,0.011661870405077934,2.5305159091949463
694,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f0c74fdb5cd4ecdebd36b95c750bbc9f.wav,sad,sadness,0.997856080532074,fear,0.0013655518414452672,2.5305159091949463
695,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1ef8555b1e7822ed56872bcace024b07.wav,sad,neutral,0.8070880770683289,sadness,0.19067880511283875,2.5305159091949463
696,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1c794e102e86b1227e3ac1f343f53981.wav,neutral,fear,0.9884025454521179,sadness,0.010703417472541332,2.5305159091949463
697,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/52db2f31857d333f92a13f2ff401e3b1.wav,neutral,fear,0.968203604221344,sadness,0.027284111827611923,2.5305159091949463
698,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a8d4d3082ca4cb8c5547acf758f34864.wav,sad,fear,0.9556666612625122,sadness,0.04224558174610138,2.5305159091949463
699,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8d49e92b39255598b95813723dcddb33.wav,neutral,sadness,0.9146309494972229,fear,0.07679636031389236,2.5305159091949463
700,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1fdbe8e661e7595dc000a19015b023a7.wav,sad,fear,0.998184859752655,sadness,0.0014685314381495118,2.5305159091949463
701,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b231c8c2fe5fe3ee8bfc2b9b8af17381.wav,neutral,enthusiasm,0.6415949463844299,neutral,0.35594144463539124,2.5305159091949463
702,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c57ce7d6ba1f5d5525bc73a2ab86be3e.wav,angry,fear,0.9985356330871582,anger,0.0006220806972123682,2.5305159091949463
703,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f0c74fdb5cd4ecdebd36b95c750bbc9f.wav,sad,sadness,0.997856080532074,fear,0.0013655518414452672,2.5305159091949463
704,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c9d561dd84d910c6a9b63219af48c93d.wav,neutral,neutral,0.9332358837127686,fear,0.03262985497713089,2.5305159091949463
705,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1ce09fc2c5deef70d491936ffc42853e.wav,sad,fear,0.9978505373001099,sadness,0.0017896275967359543,2.5305159091949463
706,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8b00ad3915fd27da41e9d8c3e4c89cf6.wav,sad,fear,0.9985470175743103,sadness,0.0007585001876577735,2.5305159091949463
707,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bbf87968bf1b1e6c391960e1c22701c8.wav,sad,fear,0.9984923601150513,sadness,0.0010728893103078008,2.5305159091949463
708,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/2f6fe320e6cfcfd1b4d3a8335536481d.wav,neutral,fear,0.9952444434165955,sadness,0.004403062164783478,2.5305159091949463
709,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d624d077b47851ee243ae7cf9b0c55bc.wav,sad,fear,0.9961423277854919,sadness,0.0032078097574412823,2.5305159091949463
710,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7ca6667bf53075b97e2af243672e9703.wav,sad,fear,0.8686813116073608,sadness,0.1295710802078247,2.5305159091949463
711,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/99ede4fbb9aa044bc8bd69e6a4a173d1.wav,sad,fear,0.9733880758285522,sadness,0.015092513523995876,2.5305159091949463
712,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/05d3d3f6989cad7c3748878688f39606.wav,positive,happiness,0.9968998432159424,fear,0.0017576016252860427,2.5305159091949463
713,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/045049c7b28102818c93e3b3e586f8f6.wav,neutral,enthusiasm,0.995087206363678,neutral,0.004216107074171305,2.5305159091949463
714,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/89fd6999f8214388514408c3c3f5a541.wav,other,fear,0.9847993850708008,sadness,0.014139152131974697,2.5305159091949463
715,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/abadd9a8ebc2d95322c82873f0fffc78.wav,neutral,fear,0.9984602928161621,sadness,0.0005269379471428692,2.5305159091949463
716,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1c794e102e86b1227e3ac1f343f53981.wav,neutral,fear,0.9884025454521179,sadness,0.010703417472541332,2.5305159091949463
717,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/045049c7b28102818c93e3b3e586f8f6.wav,neutral,enthusiasm,0.995087206363678,neutral,0.004216107074171305,2.5305159091949463
718,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/e19f065498cd3f74ca75fed7b18e599d.wav,neutral,neutral,0.9741660356521606,enthusiasm,0.021543359383940697,2.5305159091949463
719,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b7f38060361cac896892dcb2fc58e629.wav,neutral,sadness,0.899010181427002,fear,0.06643238663673401,2.5305159091949463
720,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/9224a2c7f4459ebc547fe88b5f5525c3.wav,neutral,fear,0.9953197836875916,sadness,0.002753637032583356,2.5305159091949463
721,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7ca6667bf53075b97e2af243672e9703.wav,sad,fear,0.8686813116073608,sadness,0.1295710802078247,2.5305159091949463
722,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/88058c2f3c43e83e76d1273564970e16.wav,neutral,fear,0.9987651109695435,happiness,0.0004625341098289937,2.5305159091949463
723,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7ca6667bf53075b97e2af243672e9703.wav,sad,fear,0.8686813116073608,sadness,0.1295710802078247,2.5305159091949463
724,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1c0fcb4340df29c2756215ccd36bd1e2.wav,neutral,sadness,0.9966126084327698,neutral,0.002489595441147685,2.5305159091949463
725,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/96007fff3f24dfe5b3a8b7036a2f9894.wav,sad,fear,0.6844620704650879,sadness,0.31398701667785645,2.5305159091949463
726,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d893d560e540c0c34de1ec9a779bde67.wav,neutral,neutral,0.5080292820930481,enthusiasm,0.47399190068244934,2.5305159091949463
727,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c46f85fb7e665606c1bfc882a5aaf6f5.wav,sad,sadness,0.8945459127426147,neutral,0.056560173630714417,2.5305159091949463
728,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d9ddf8666c9ef7b1cb17dab0f938aff2.wav,sad,fear,0.9913228750228882,sadness,0.007972083985805511,2.5305159091949463
729,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/45d65f3f8f8d40739d8d8684f413f467.wav,neutral,neutral,0.8862547874450684,fear,0.0868503674864769,2.5305159091949463
730,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/70d6ee1476cc27ebeb94df60086ec389.wav,sad,fear,0.7080529928207397,sadness,0.28294986486434937,2.5305159091949463
731,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/dc7db642a298dcb0b47e4183d6f2911f.wav,sad,fear,0.9988679885864258,sadness,0.0006387303001247346,2.5305159091949463
732,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6af3e6ce8052fcc5383f4bc0e7235f34.wav,other,happiness,0.9983150959014893,disgust,0.0005857169744558632,2.5305159091949463
733,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bf5901072158306436d3bfe24b983f39.wav,neutral,neutral,0.5285354852676392,fear,0.443846195936203,2.5305159091949463
734,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cd70b8083f0d65c109c5ff495260724c.wav,neutral,neutral,0.9985355138778687,sadness,0.0006594439037144184,2.5305159091949463
735,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a4b65036044fcc745a605ba8c4fd71f3.wav,angry,fear,0.694580078125,disgust,0.24164186418056488,2.5305159091949463
736,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/21d9d0c892cf590abab9394c5430c4a2.wav,neutral,sadness,0.9633312821388245,fear,0.02194364182651043,2.5305159091949463
737,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/55052e70bd97381db48c813734dfd6e4.wav,neutral,neutral,0.9304981231689453,sadness,0.03629365190863609,2.5305159091949463
738,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/5d7a9851f886389046f93d6c0726885e.wav,sad,sadness,0.985988974571228,fear,0.009120924398303032,2.5305159091949463
739,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d6a3c93ba82ee04ebd58494724b02285.wav,sad,fear,0.998838484287262,sadness,0.0007155336788855493,2.5305159091949463
740,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d343b9be91e3a02e4c51d979ece9fdec.wav,sad,fear,0.9833036661148071,sadness,0.015224548988044262,2.5305159091949463
741,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7c938c23b7074100ebcb303290b2a916.wav,sad,fear,0.7887946367263794,sadness,0.2099805474281311,2.5305159091949463
742,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/9da9d6893d2f8136830d7b43be7ec7db.wav,neutral,fear,0.8106572031974792,happiness,0.1759146898984909,2.5305159091949463
743,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a144177a9ed7ee20fd0f84e80519bf3d.wav,neutral,fear,0.9965621829032898,sadness,0.0029173404909670353,2.5305159091949463
744,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/652eb76829e6854ea4cc8095016e5499.wav,sad,fear,0.9944894313812256,sadness,0.005079393275082111,2.5305159091949463
745,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6a2e1ec332a137590869c8d6f13dc1c4.wav,neutral,neutral,0.9606958627700806,fear,0.027111707255244255,2.5305159091949463
746,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ddf3f5af84a8a28a69e0367a402317bb.wav,sad,fear,0.947996199131012,sadness,0.05044052377343178,2.5305159091949463
747,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b4608e913ea76ca29202c2e868674cac.wav,neutral,anger,0.9964298605918884,fear,0.0021399937104433775,2.5305159091949463
748,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/5ed15c01fab4a41fceb4b1e194acefdc.wav,sad,fear,0.9817727208137512,sadness,0.015990441665053368,2.5305159091949463
749,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ada0323e5f02a6ddf5d3e70999c466e6.wav,sad,fear,0.9982023239135742,sadness,0.0013996895868331194,2.5305159091949463
750,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f282c1d87c6c497a9d26233c2c60689a.wav,neutral,happiness,0.7637191414833069,fear,0.21496503055095673,2.5305159091949463
751,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0cd0f503cf489e20e7e72955e20ec8dd.wav,sad,fear,0.9985001087188721,sadness,0.001094002858735621,2.5305159091949463
752,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0f6231dcaeb74e5c64b7a52ebea37ef3.wav,neutral,fear,0.9292288422584534,sadness,0.06982281804084778,2.5305159091949463
753,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c99e4f25ae9c454ba2df4ecb5dd8c96a.wav,neutral,fear,0.6952875852584839,neutral,0.27119094133377075,2.5305159091949463
754,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6c0dddce6a86f7fe9c017c03a299773e.wav,sad,sadness,0.9974736571311951,neutral,0.0018987093353644013,2.5305159091949463
755,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d3cf86ffc3601678592d5fdbb2a81add.wav,neutral,fear,0.4769243001937866,disgust,0.27106449007987976,2.5305159091949463
756,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c4d87be18775070120d383dd2b9991b7.wav,sad,sadness,0.9789178967475891,neutral,0.018709005787968636,2.5305159091949463
757,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0b166d5b354d96e7053ada8e38c35f9e.wav,sad,fear,0.9967119693756104,sadness,0.002913335571065545,2.5305159091949463
758,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b7bf567528adfd951943b0a9f00b38fe.wav,neutral,fear,0.9989631175994873,sadness,0.0005903335404582322,2.5305159091949463
759,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/4bbfa2b94e32d881aa1006fb24ca84b7.wav,neutral,fear,0.990766167640686,sadness,0.008602196350693703,2.5305159091949463
760,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8e8a74bb66e7286ef6d0b3f4e75e796d.wav,neutral,disgust,0.9152301549911499,fear,0.05680758133530617,2.5305159091949463
761,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/e1e8547aeff2978d64972868be7c09ff.wav,neutral,fear,0.9868240356445312,disgust,0.004891125485301018,2.5305159091949463
762,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0cd0f503cf489e20e7e72955e20ec8dd.wav,sad,fear,0.9985001087188721,sadness,0.001094002858735621,2.5305159091949463
763,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8044b7381adc20d0969d8a5ebbc6de74.wav,angry,happiness,0.9954577684402466,enthusiasm,0.003714046673849225,2.5305159091949463
764,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ba5595bdb32709d12d4b422a1f1a86e9.wav,neutral,fear,0.9991233944892883,sadness,0.0003531626716721803,2.5305159091949463
765,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fd441528b1bdf15c7af1dc7cdbdceaf0.wav,sad,fear,0.9838840365409851,sadness,0.015619674697518349,2.5305159091949463
766,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cd93a17ea2508acb1ba1fbbf3ae91bba.wav,sad,sadness,0.972599983215332,fear,0.023954084143042564,2.5305159091949463
767,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/01bd1b6b90940bd73d40397a3ad9c397.wav,positive,fear,0.9668756127357483,enthusiasm,0.014628883451223373,2.5305159091949463
768,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/2124ca527a2db84f5a4a08c69324c571.wav,neutral,fear,0.988937497138977,sadness,0.010406494140625,2.5305159091949463
769,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7a70293ebc6bd9aea755d3ec6c63554c.wav,sad,fear,0.9986565113067627,sadness,0.0007473633741028607,2.5305159091949463
770,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b4608e913ea76ca29202c2e868674cac.wav,angry,anger,0.9964298605918884,fear,0.0021399937104433775,2.5305159091949463
771,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/89fd6999f8214388514408c3c3f5a541.wav,neutral,fear,0.9847993850708008,sadness,0.014139152131974697,2.5305159091949463
772,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d0cf1a59c16ec413051095af4d89aace.wav,angry,fear,0.991530179977417,happiness,0.0071119945496320724,2.5305159091949463
773,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/edfb5a789ea6bd8ea49f45a456503f9a.wav,neutral,fear,0.7649627923965454,neutral,0.12525005638599396,2.5305159091949463
774,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/2e5c4ce647391c3587c3668ac3ae7c86.wav,sad,fear,0.9477894902229309,sadness,0.05118018016219139,2.5305159091949463
775,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/73e81294d5a9dbc7d6382bd60711148f.wav,positive,enthusiasm,0.9918965697288513,neutral,0.006701680365949869,2.5305159091949463
776,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/130d1e0f8cbca7b32aa859f9a28eeef9.wav,neutral,neutral,0.996900200843811,enthusiasm,0.0017077395459637046,2.5305159091949463
777,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/06469531ed9269e1702cf1a9aedd716e.wav,neutral,neutral,0.9378886222839355,enthusiasm,0.041703179478645325,2.5305159091949463
778,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/4b60df5f64ad39fb3b88895a83ecb7de.wav,sad,fear,0.9972483515739441,sadness,0.002261278685182333,2.5305159091949463
779,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8ea98cf82f5edd61bb22f12089b40945.wav,sad,sadness,0.9438983798027039,neutral,0.04610539600253105,2.5305159091949463
780,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/dc7db642a298dcb0b47e4183d6f2911f.wav,angry,fear,0.9988679885864258,sadness,0.0006387303001247346,2.5305159091949463
781,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/40fc9e6cfed7b193c40a3bbfc58bc074.wav,other,fear,0.9972761273384094,happiness,0.0012939668959006667,2.5305159091949463
782,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a3f6da764b1a595601801958e1af3006.wav,positive,happiness,0.5391820073127747,fear,0.4252063035964966,2.5305159091949463
783,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/60c1a168d6eb407799a7926c13e3fb1a.wav,neutral,fear,0.9987873435020447,sadness,0.0005803856183774769,2.5305159091949463
784,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7fcbf3838f3af9b85eb796ffcddd5802.wav,neutral,neutral,0.9981435537338257,enthusiasm,0.0010480928467586637,2.5305159091949463
785,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c2c43e0dad32f93ccc4025f31c3328bf.wav,sad,fear,0.9947276711463928,sadness,0.004718703683465719,2.5305159091949463
786,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/0b166d5b354d96e7053ada8e38c35f9e.wav,sad,fear,0.9967119693756104,sadness,0.002913335571065545,2.5305159091949463
787,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b231c8c2fe5fe3ee8bfc2b9b8af17381.wav,neutral,enthusiasm,0.6415949463844299,neutral,0.35594144463539124,2.5305159091949463
788,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/4564cfcbffd916ba4bd3258e5e585fb5.wav,neutral,neutral,0.9984803795814514,enthusiasm,0.0006637454498559237,2.5305159091949463
789,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fde74437ae285c0a7c8a639b2a70efbf.wav,sad,neutral,0.6513392329216003,sadness,0.33285844326019287,2.5305159091949463
790,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6d455a3405e7d5e03999251cd04539ee.wav,sad,fear,0.9989922642707825,sadness,0.0005797959165647626,2.5305159091949463
791,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cbd36b72e328988e8991e8b4577195ce.wav,sad,fear,0.9983347058296204,sadness,0.0012563674245029688,2.5305159091949463
792,Aniemore/hubert-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6532f396c6523ba31d35f0a3574c46dd.wav,neutral,fear,0.9988592863082886,sadness,0.0006117249140515924,2.5305159091949463
