,number,model,file,label_pred,label_true,rez_from_model,t1
68,204,Aniemore/wav2vec2-emotion-russian-resd,02_anger_sadness/02_anger_sadness a_011.wav,anger,anger,"[{'score': 0.1908583790063858, 'label': 'anger'}, {'score': 0.1406129151582718, 'label': 'enthusiasm'}, {'score': 0.14000552892684937, 'label': 'sadness'}, {'score': 0.1393280029296875, 'label': 'neutral'}, {'score': 0.13687856495380402, 'label': 'disgust'}]",1.302833080291748
69,207,Aniemore/wav2vec2-emotion-russian-resd,happiness_sadness_45/45_happiness_sadness_s_141.wav,disgust,sadness,"[{'score': 0.16212113201618195, 'label': 'disgust'}, {'score': 0.16010475158691406, 'label': 'fear'}, {'score': 0.15567487478256226, 'label': 'happiness'}, {'score': 0.14063169062137604, 'label': 'sadness'}, {'score': 0.13224877417087555, 'label': 'anger'}]",2.4637491703033447
70,210,Aniemore/wav2vec2-emotion-russian-resd,neutral_anger_44/44_neutral_anger_a_030.wav,anger,anger,"[{'score': 0.18479716777801514, 'label': 'anger'}, {'score': 0.15027424693107605, 'label': 'enthusiasm'}, {'score': 0.14600533246994019, 'label': 'sadness'}, {'score': 0.13875539600849152, 'label': 'neutral'}, {'score': 0.13196812570095062, 'label': 'disgust'}]",0.8273489475250244
71,213,Aniemore/wav2vec2-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_e_110.wav,disgust,enthusiasm,"[{'score': 0.168472021818161, 'label': 'disgust'}, {'score': 0.157162144780159, 'label': 'fear'}, {'score': 0.14549890160560608, 'label': 'enthusiasm'}, {'score': 0.1448999047279358, 'label': 'happiness'}, {'score': 0.13686391711235046, 'label': 'neutral'}]",1.412837028503418
72,216,Aniemore/wav2vec2-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_072.wav,disgust,sadness,"[{'score': 0.16749030351638794, 'label': 'disgust'}, {'score': 0.16025730967521667, 'label': 'fear'}, {'score': 0.15205338597297668, 'label': 'happiness'}, {'score': 0.13596342504024506, 'label': 'sadness'}, {'score': 0.13448260724544525, 'label': 'neutral'}]",1.573704719543457
73,219,Aniemore/wav2vec2-emotion-russian-resd,disgust_enthusiasm_20/20_disgust_enthusiasm_e_130.wav,neutral,enthusiasm,"[{'score': 0.1818348616361618, 'label': 'neutral'}, {'score': 0.17375046014785767, 'label': 'disgust'}, {'score': 0.1485649049282074, 'label': 'fear'}, {'score': 0.1439879685640335, 'label': 'enthusiasm'}, {'score': 0.12357177585363388, 'label': 'happiness'}]",0.3200814723968506
74,222,Aniemore/wav2vec2-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_080.wav,happiness,disgust,"[{'score': 0.1694936603307724, 'label': 'happiness'}, {'score': 0.16832363605499268, 'label': 'sadness'}, {'score': 0.15524020791053772, 'label': 'anger'}, {'score': 0.1357591152191162, 'label': 'fear'}, {'score': 0.12903493642807007, 'label': 'neutral'}]",1.1414134502410889
75,225,Aniemore/wav2vec2-emotion-russian-resd,enthusiasm_sadness_50/50_enthusiasm_sadness_s_130.wav,disgust,sadness,"[{'score': 0.16080132126808167, 'label': 'disgust'}, {'score': 0.1575271338224411, 'label': 'fear'}, {'score': 0.15099482238292694, 'label': 'happiness'}, {'score': 0.14462421834468842, 'label': 'sadness'}, {'score': 0.13732220232486725, 'label': 'neutral'}]",0.4637918472290039
76,228,Aniemore/wav2vec2-emotion-russian-resd,08_sadness_anger/08_sadness_anger s_130.wav,disgust,sadness,"[{'score': 0.1749618649482727, 'label': 'disgust'}, {'score': 0.16220033168792725, 'label': 'fear'}, {'score': 0.145151287317276, 'label': 'happiness'}, {'score': 0.1371106207370758, 'label': 'neutral'}, {'score': 0.13242414593696594, 'label': 'sadness'}]",1.3693106174468994
77,231,Aniemore/wav2vec2-emotion-russian-resd,05_neutral_fear/05_neutral_fear f_070.wav,fear,fear,"[{'score': 0.16036054491996765, 'label': 'fear'}, {'score': 0.1559593379497528, 'label': 'disgust'}, {'score': 0.15019376575946808, 'label': 'neutral'}, {'score': 0.1391737312078476, 'label': 'sadness'}, {'score': 0.13682784140110016, 'label': 'enthusiasm'}]",0.6970479488372803
78,234,Aniemore/wav2vec2-emotion-russian-resd,sadness_disgust_33/33_sadness_disgust_d_090.wav,enthusiasm,disgust,"[{'score': 0.16604742407798767, 'label': 'enthusiasm'}, {'score': 0.16597463190555573, 'label': 'disgust'}, {'score': 0.14936663210391998, 'label': 'fear'}, {'score': 0.147591233253479, 'label': 'neutral'}, {'score': 0.1385255753993988, 'label': 'happiness'}]",1.0539982318878174
79,237,Aniemore/wav2vec2-emotion-russian-resd,sadness_disgust_46/46_sadness_disgust_s_030.wav,disgust,sadness,"[{'score': 0.18966926634311676, 'label': 'disgust'}, {'score': 0.16442358493804932, 'label': 'fear'}, {'score': 0.15011079609394073, 'label': 'neutral'}, {'score': 0.1363070160150528, 'label': 'enthusiasm'}, {'score': 0.13358759880065918, 'label': 'happiness'}]",1.0090320110321045
80,240,Aniemore/wav2vec2-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_n_050.wav,neutral,neutral,"[{'score': 0.18902623653411865, 'label': 'neutral'}, {'score': 0.1651986539363861, 'label': 'disgust'}, {'score': 0.15010219812393188, 'label': 'fear'}, {'score': 0.13433486223220825, 'label': 'enthusiasm'}, {'score': 0.12713775038719177, 'label': 'sadness'}]",0.4090118408203125
81,243,Aniemore/wav2vec2-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm e_010.wav,enthusiasm,enthusiasm,"[{'score': 0.16522496938705444, 'label': 'enthusiasm'}, {'score': 0.16227979958057404, 'label': 'disgust'}, {'score': 0.1452975571155548, 'label': 'neutral'}, {'score': 0.14491358399391174, 'label': 'fear'}, {'score': 0.14451472461223602, 'label': 'happiness'}]",0.7293763160705566
82,246,Aniemore/wav2vec2-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_d_080.wav,happiness,disgust,"[{'score': 0.16761381924152374, 'label': 'happiness'}, {'score': 0.14833994209766388, 'label': 'enthusiasm'}, {'score': 0.14318491518497467, 'label': 'disgust'}, {'score': 0.14210478961467743, 'label': 'fear'}, {'score': 0.13672348856925964, 'label': 'anger'}]",1.4270637035369873
83,249,Aniemore/wav2vec2-emotion-russian-resd,neutral_anger_44/44_neutral_anger_n_050.wav,neutral,neutral,"[{'score': 0.1838793307542801, 'label': 'neutral'}, {'score': 0.1500028520822525, 'label': 'disgust'}, {'score': 0.14124175906181335, 'label': 'fear'}, {'score': 0.13749255239963531, 'label': 'sadness'}, {'score': 0.13346576690673828, 'label': 'enthusiasm'}]",0.6250302791595459
84,252,Aniemore/wav2vec2-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_020.wav,disgust,enthusiasm,"[{'score': 0.1790887862443924, 'label': 'disgust'}, {'score': 0.1608775109052658, 'label': 'fear'}, {'score': 0.1586320549249649, 'label': 'neutral'}, {'score': 0.15104642510414124, 'label': 'enthusiasm'}, {'score': 0.1269461065530777, 'label': 'happiness'}]",0.7615046501159668
85,255,Aniemore/wav2vec2-emotion-russian-resd,happiness_anger_21/21_happiness_anger_a_070.wav,anger,anger,"[{'score': 0.1998990923166275, 'label': 'anger'}, {'score': 0.13820669054985046, 'label': 'sadness'}, {'score': 0.13667696714401245, 'label': 'enthusiasm'}, {'score': 0.13315391540527344, 'label': 'neutral'}, {'score': 0.13237306475639343, 'label': 'disgust'}]",0.7961857318878174
86,258,Aniemore/wav2vec2-emotion-russian-resd,anger_fear_34/34_anger_fear_a_022.wav,anger,anger,"[{'score': 0.18901371955871582, 'label': 'anger'}, {'score': 0.1501760631799698, 'label': 'sadness'}, {'score': 0.14162585139274597, 'label': 'enthusiasm'}, {'score': 0.1347779929637909, 'label': 'neutral'}, {'score': 0.13235992193222046, 'label': 'fear'}]",1.2129099369049072
87,261,Aniemore/wav2vec2-emotion-russian-resd,10_happiness_anger/10_happiness_anger h_050.wav,happiness,happiness,"[{'score': 0.1699749082326889, 'label': 'happiness'}, {'score': 0.16952507197856903, 'label': 'anger'}, {'score': 0.14042599499225616, 'label': 'fear'}, {'score': 0.13881127536296844, 'label': 'disgust'}, {'score': 0.1373530775308609, 'label': 'enthusiasm'}]",0.7765259742736816
88,264,Aniemore/wav2vec2-emotion-russian-resd,happiness_fear_29/29_happiness_fear_h_060.wav,neutral,happiness,"[{'score': 0.18508316576480865, 'label': 'neutral'}, {'score': 0.173804372549057, 'label': 'disgust'}, {'score': 0.1476074457168579, 'label': 'fear'}, {'score': 0.14068086445331573, 'label': 'enthusiasm'}, {'score': 0.11857457458972931, 'label': 'anger'}]",0.24502182006835938
89,267,Aniemore/wav2vec2-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_120.wav,disgust,enthusiasm,"[{'score': 0.1659422069787979, 'label': 'disgust'}, {'score': 0.16513769328594208, 'label': 'enthusiasm'}, {'score': 0.15150879323482513, 'label': 'neutral'}, {'score': 0.14581072330474854, 'label': 'fear'}, {'score': 0.13727161288261414, 'label': 'happiness'}]",1.1475834846496582
90,270,Aniemore/wav2vec2-emotion-russian-resd,fear_happiness_30/30_fear_happiness_f_150.wav,sadness,fear,"[{'score': 0.1588032990694046, 'label': 'sadness'}, {'score': 0.1570391207933426, 'label': 'happiness'}, {'score': 0.14937126636505127, 'label': 'anger'}, {'score': 0.14843949675559998, 'label': 'fear'}, {'score': 0.1438215970993042, 'label': 'neutral'}]",1.473466396331787
91,273,Aniemore/wav2vec2-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_030.wav,disgust,sadness,"[{'score': 0.17208939790725708, 'label': 'disgust'}, {'score': 0.16478540003299713, 'label': 'fear'}, {'score': 0.15155597031116486, 'label': 'happiness'}, {'score': 0.1482527256011963, 'label': 'enthusiasm'}, {'score': 0.12877324223518372, 'label': 'neutral'}]",2.016953468322754
92,276,Aniemore/wav2vec2-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_n_030.wav,neutral,neutral,"[{'score': 0.1934383660554886, 'label': 'neutral'}, {'score': 0.1569683849811554, 'label': 'disgust'}, {'score': 0.14637073874473572, 'label': 'fear'}, {'score': 0.13060495257377625, 'label': 'enthusiasm'}, {'score': 0.12790915369987488, 'label': 'anger'}]",0.9035089015960693
93,279,Aniemore/wav2vec2-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm f_140.wav,anger,fear,"[{'score': 0.1557718813419342, 'label': 'anger'}, {'score': 0.1539577841758728, 'label': 'enthusiasm'}, {'score': 0.1473357379436493, 'label': 'neutral'}, {'score': 0.13784852623939514, 'label': 'fear'}, {'score': 0.13775087893009186, 'label': 'disgust'}]",1.7862484455108643
94,0,Aniemore/hubert-emotion-russian-resd,neutral_fear_27/27_neutral_fear_n_100.wav,happiness,neutral,"[{'score': 0.6365212798118591, 'label': 'happiness'}, {'score': 0.2420542985200882, 'label': 'neutral'}, {'score': 0.10868003964424133, 'label': 'enthusiasm'}, {'score': 0.004405159968882799, 'label': 'fear'}, {'score': 0.004232089966535568, 'label': 'disgust'}]",1.6550488471984863
95,3,Aniemore/hubert-emotion-russian-resd,anger_fear_42/42_anger_fear_a_190.wav,anger,anger,"[{'score': 0.9993159770965576, 'label': 'anger'}, {'score': 0.00039370934246107936, 'label': 'disgust'}, {'score': 0.00016244554717559367, 'label': 'fear'}, {'score': 8.623345638625324e-05, 'label': 'happiness'}, {'score': 2.287401002831757e-05, 'label': 'sadness'}]",0.292834997177124
96,6,Aniemore/hubert-emotion-russian-resd,fear_disgust_41/41_fear_disgust_f_050.wav,fear,fear,"[{'score': 0.9949626922607422, 'label': 'fear'}, {'score': 0.004655337892472744, 'label': 'sadness'}, {'score': 0.00013466979726217687, 'label': 'happiness'}, {'score': 8.310052362503484e-05, 'label': 'neutral'}, {'score': 8.022916881600395e-05, 'label': 'anger'}]",1.9530622959136963
97,9,Aniemore/hubert-emotion-russian-resd,neutral_fear_27/27_neutral_fear_n_020.wav,neutral,neutral,"[{'score': 0.9948570728302002, 'label': 'neutral'}, {'score': 0.0030007732566446066, 'label': 'enthusiasm'}, {'score': 0.0010256788227707148, 'label': 'fear'}, {'score': 0.0006095132557675242, 'label': 'sadness'}, {'score': 0.00024641785421408713, 'label': 'disgust'}]",1.256335973739624
98,12,Aniemore/hubert-emotion-russian-resd,anger_disgust_19/19_anger_disgust_a_030.wav,fear,anger,"[{'score': 0.9669865369796753, 'label': 'fear'}, {'score': 0.01479344628751278, 'label': 'anger'}, {'score': 0.011154710315167904, 'label': 'sadness'}, {'score': 0.004137410316616297, 'label': 'happiness'}, {'score': 0.0023843874223530293, 'label': 'disgust'}]",0.784841775894165
99,15,Aniemore/hubert-emotion-russian-resd,11_disgust_anger/11_anger_disgust a_040.wav,disgust,anger,"[{'score': 0.9704158902168274, 'label': 'disgust'}, {'score': 0.00988574605435133, 'label': 'neutral'}, {'score': 0.00658527621999383, 'label': 'sadness'}, {'score': 0.00640844414010644, 'label': 'fear'}, {'score': 0.00340472930110991, 'label': 'anger'}]",0.16423916816711426
100,18,Aniemore/hubert-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_130.wav,happiness,happiness,"[{'score': 0.9990702271461487, 'label': 'happiness'}, {'score': 0.00034040064201690257, 'label': 'anger'}, {'score': 0.00031209347071126103, 'label': 'enthusiasm'}, {'score': 0.0002173210377804935, 'label': 'fear'}, {'score': 2.675398536666762e-05, 'label': 'neutral'}]",0.6372244358062744
101,21,Aniemore/hubert-emotion-russian-resd,enthusiasm_sadness_47/47_enthusiasm_sadness_s_010.wav,sadness,sadness,"[{'score': 0.9979555606842041, 'label': 'sadness'}, {'score': 0.0009481118759140372, 'label': 'neutral'}, {'score': 0.0004969342844560742, 'label': 'enthusiasm'}, {'score': 0.00048001689719967544, 'label': 'fear'}, {'score': 7.823501073289663e-05, 'label': 'disgust'}]",1.0746665000915527
102,24,Aniemore/hubert-emotion-russian-resd,10_happiness_anger/10_happiness_anger a_110.wav,anger,anger,"[{'score': 0.998456597328186, 'label': 'anger'}, {'score': 0.0008250459213741124, 'label': 'fear'}, {'score': 0.0005523207946680486, 'label': 'happiness'}, {'score': 0.0001273053203476593, 'label': 'disgust'}, {'score': 2.2294450900517404e-05, 'label': 'sadness'}]",0.30959534645080566
103,27,Aniemore/hubert-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_180.wav,happiness,happiness,"[{'score': 0.9941879510879517, 'label': 'happiness'}, {'score': 0.005324151366949081, 'label': 'enthusiasm'}, {'score': 0.00019543412781786174, 'label': 'anger'}, {'score': 0.0001422058994648978, 'label': 'disgust'}, {'score': 8.38037594803609e-05, 'label': 'fear'}]",0.9313206672668457
104,30,Aniemore/hubert-emotion-russian-resd,neutral_anger_44/44_neutral_anger_n_170.wav,neutral,neutral,"[{'score': 0.987939715385437, 'label': 'neutral'}, {'score': 0.005566328763961792, 'label': 'sadness'}, {'score': 0.004691321402788162, 'label': 'enthusiasm'}, {'score': 0.0012431669747456908, 'label': 'fear'}, {'score': 0.0003987058298662305, 'label': 'disgust'}]",0.25572872161865234
105,33,Aniemore/hubert-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_f_130.wav,fear,fear,"[{'score': 0.8901529908180237, 'label': 'fear'}, {'score': 0.06406239420175552, 'label': 'sadness'}, {'score': 0.030386798083782196, 'label': 'enthusiasm'}, {'score': 0.012865107506513596, 'label': 'neutral'}, {'score': 0.002367978682741523, 'label': 'happiness'}]",0.2559967041015625
106,36,Aniemore/hubert-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_e_110.wav,enthusiasm,enthusiasm,"[{'score': 0.9893585443496704, 'label': 'enthusiasm'}, {'score': 0.006929092109203339, 'label': 'neutral'}, {'score': 0.0027755433693528175, 'label': 'happiness'}, {'score': 0.0005391397280618548, 'label': 'fear'}, {'score': 0.00021449362975545228, 'label': 'disgust'}]",0.21933293342590332
107,39,Aniemore/hubert-emotion-russian-resd,neutral_enthusiasm_13/13_neutral_enthusiasm_n_070.wav,neutral,neutral,"[{'score': 0.9883680939674377, 'label': 'neutral'}, {'score': 0.009574896655976772, 'label': 'enthusiasm'}, {'score': 0.0014510795008391142, 'label': 'sadness'}, {'score': 0.00046545115765184164, 'label': 'fear'}, {'score': 6.272277823882177e-05, 'label': 'happiness'}]",0.9405443668365479
108,42,Aniemore/hubert-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_e_060.wav,enthusiasm,enthusiasm,"[{'score': 0.9988264441490173, 'label': 'enthusiasm'}, {'score': 0.0006364870350807905, 'label': 'happiness'}, {'score': 0.00027345053968019783, 'label': 'neutral'}, {'score': 0.00019302924920339137, 'label': 'disgust'}, {'score': 4.881358108832501e-05, 'label': 'sadness'}]",0.7575199604034424
109,45,Aniemore/hubert-emotion-russian-resd,neutral_fear_27/27_neutral_fear_f_090.wav,fear,fear,"[{'score': 0.9980247020721436, 'label': 'fear'}, {'score': 0.0016427785158157349, 'label': 'sadness'}, {'score': 0.00010868825484067202, 'label': 'anger'}, {'score': 0.00010427058441564441, 'label': 'happiness'}, {'score': 7.397453737212345e-05, 'label': 'neutral'}]",0.9005725383758545
110,48,Aniemore/hubert-emotion-russian-resd,10_happiness_anger/10_happiness_anger h_060.wav,happiness,happiness,"[{'score': 0.9946367144584656, 'label': 'happiness'}, {'score': 0.002694234251976013, 'label': 'fear'}, {'score': 0.0021108328364789486, 'label': 'enthusiasm'}, {'score': 0.0003662881499622017, 'label': 'neutral'}, {'score': 7.725610339548439e-05, 'label': 'sadness'}]",0.29179978370666504
111,51,Aniemore/hubert-emotion-russian-resd,neutral_disgust_17/17_neutral_disgust_d_080.wav,fear,disgust,"[{'score': 0.9373765587806702, 'label': 'fear'}, {'score': 0.03089408203959465, 'label': 'happiness'}, {'score': 0.016126509755849838, 'label': 'enthusiasm'}, {'score': 0.008498968556523323, 'label': 'neutral'}, {'score': 0.004564497619867325, 'label': 'disgust'}]",2.292489767074585
112,54,Aniemore/hubert-emotion-russian-resd,fear_anger_22/22_fear_anger_a_100.wav,anger,anger,"[{'score': 0.9983242154121399, 'label': 'anger'}, {'score': 0.0011107309255748987, 'label': 'happiness'}, {'score': 0.0003757966333068907, 'label': 'fear'}, {'score': 0.0001349941740045324, 'label': 'disgust'}, {'score': 2.376475094933994e-05, 'label': 'neutral'}]",0.5815036296844482
113,57,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_130.wav,enthusiasm,enthusiasm,"[{'score': 0.9870685338973999, 'label': 'enthusiasm'}, {'score': 0.012132561765611172, 'label': 'happiness'}, {'score': 0.00040000563603825867, 'label': 'neutral'}, {'score': 0.0003094127168878913, 'label': 'disgust'}, {'score': 4.1670016798889264e-05, 'label': 'fear'}]",0.6830260753631592
114,60,Aniemore/hubert-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_100.wav,anger,happiness,"[{'score': 0.9703094959259033, 'label': 'anger'}, {'score': 0.0184277705848217, 'label': 'happiness'}, {'score': 0.010041160508990288, 'label': 'disgust'}, {'score': 0.001095170620828867, 'label': 'fear'}, {'score': 6.34723692201078e-05, 'label': 'sadness'}]",0.479217529296875
115,63,Aniemore/hubert-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_010.wav,happiness,happiness,"[{'score': 0.9953885078430176, 'label': 'happiness'}, {'score': 0.004279124550521374, 'label': 'enthusiasm'}, {'score': 0.0001735304540488869, 'label': 'disgust'}, {'score': 6.174639565870166e-05, 'label': 'fear'}, {'score': 4.131962123210542e-05, 'label': 'neutral'}]",0.8073728084564209
116,66,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_e_050.wav,neutral,enthusiasm,"[{'score': 0.9977541565895081, 'label': 'neutral'}, {'score': 0.00119375332724303, 'label': 'enthusiasm'}, {'score': 0.0006727403379045427, 'label': 'sadness'}, {'score': 0.0003027591446880251, 'label': 'fear'}, {'score': 2.7272395527688786e-05, 'label': 'anger'}]",0.26284289360046387
117,69,Aniemore/hubert-emotion-russian-resd,sadness_disgust_33/33_sadness_disgust_d_050.wav,disgust,disgust,"[{'score': 0.8699949383735657, 'label': 'disgust'}, {'score': 0.12921150028705597, 'label': 'anger'}, {'score': 0.0003756621736101806, 'label': 'happiness'}, {'score': 0.0002547675685491413, 'label': 'fear'}, {'score': 7.93243816588074e-05, 'label': 'enthusiasm'}]",0.94468092918396
118,72,Aniemore/hubert-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_f_120.wav,fear,fear,"[{'score': 0.9988609552383423, 'label': 'fear'}, {'score': 0.0007038860348984599, 'label': 'sadness'}, {'score': 0.0001765474007697776, 'label': 'anger'}, {'score': 0.00014330224075820297, 'label': 'happiness'}, {'score': 6.378161197062582e-05, 'label': 'neutral'}]",1.1379179954528809
119,75,Aniemore/hubert-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_n_110.wav,neutral,neutral,"[{'score': 0.998155415058136, 'label': 'neutral'}, {'score': 0.001200515660457313, 'label': 'enthusiasm'}, {'score': 0.0003887968196067959, 'label': 'sadness'}, {'score': 0.0001578378287376836, 'label': 'fear'}, {'score': 4.8011919716373086e-05, 'label': 'disgust'}]",0.6220130920410156
120,78,Aniemore/hubert-emotion-russian-resd,anger_fear_14/14_anger_fear_a_061.wav,anger,anger,"[{'score': 0.9983568787574768, 'label': 'anger'}, {'score': 0.0009567690431140363, 'label': 'fear'}, {'score': 0.000508888391777873, 'label': 'happiness'}, {'score': 0.00011651498061837628, 'label': 'disgust'}, {'score': 3.474908589851111e-05, 'label': 'sadness'}]",0.9730243682861328
121,81,Aniemore/hubert-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_100.wav,disgust,disgust,"[{'score': 0.9986245632171631, 'label': 'disgust'}, {'score': 0.0008777484181337059, 'label': 'anger'}, {'score': 0.00024551039678044617, 'label': 'happiness'}, {'score': 0.00010507347178645432, 'label': 'enthusiasm'}, {'score': 7.057050970615819e-05, 'label': 'fear'}]",1.706897497177124
122,84,Aniemore/hubert-emotion-russian-resd,anger_disgust_25/25_anger_disgust_a_050.wav,happiness,anger,"[{'score': 0.9892037510871887, 'label': 'happiness'}, {'score': 0.0098933856934309, 'label': 'enthusiasm'}, {'score': 0.0003844767634291202, 'label': 'disgust'}, {'score': 0.0003468391951173544, 'label': 'anger'}, {'score': 7.944928074721247e-05, 'label': 'neutral'}]",0.6715478897094727
123,87,Aniemore/hubert-emotion-russian-resd,fear_anger_22/22_fear_anger_a_070.wav,anger,anger,"[{'score': 0.9639076590538025, 'label': 'anger'}, {'score': 0.032608773559331894, 'label': 'happiness'}, {'score': 0.0031315889209508896, 'label': 'fear'}, {'score': 0.00015453503874596208, 'label': 'disgust'}, {'score': 9.252735617337748e-05, 'label': 'sadness'}]",1.4094586372375488
124,90,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_n_110.wav,neutral,neutral,"[{'score': 0.9984709620475769, 'label': 'neutral'}, {'score': 0.0006384834414348006, 'label': 'sadness'}, {'score': 0.0003844728344120085, 'label': 'enthusiasm'}, {'score': 0.0003221520746592432, 'label': 'fear'}, {'score': 0.00010295047104591504, 'label': 'anger'}]",1.2018060684204102
125,93,Aniemore/hubert-emotion-russian-resd,enthusiasm_fear_40/40_enthusiasm_fear_f_120.wav,fear,fear,"[{'score': 0.9965596795082092, 'label': 'fear'}, {'score': 0.0030911690555512905, 'label': 'sadness'}, {'score': 0.0001136308565037325, 'label': 'happiness'}, {'score': 8.521074778400362e-05, 'label': 'anger'}, {'score': 8.486842853017151e-05, 'label': 'neutral'}]",0.3892028331756592
126,96,Aniemore/hubert-emotion-russian-resd,fear_disgust_48/48_fear_disgust_f_080.wav,sadness,fear,"[{'score': 0.690492570400238, 'label': 'sadness'}, {'score': 0.2341097593307495, 'label': 'enthusiasm'}, {'score': 0.05798996984958649, 'label': 'fear'}, {'score': 0.016235701739788055, 'label': 'neutral'}, {'score': 0.0005401422968134284, 'label': 'happiness'}]",0.3853795528411865
127,99,Aniemore/hubert-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_110.wav,sadness,sadness,"[{'score': 0.9968145489692688, 'label': 'sadness'}, {'score': 0.001883640419691801, 'label': 'fear'}, {'score': 0.0010480713099241257, 'label': 'neutral'}, {'score': 0.00014995571109466255, 'label': 'enthusiasm'}, {'score': 4.452731445780955e-05, 'label': 'disgust'}]",0.6776504516601562
128,102,Aniemore/hubert-emotion-russian-resd,enthusiasm_happiness_26/26_enthusiasm_happiness_h_120.wav,happiness,happiness,"[{'score': 0.9947709441184998, 'label': 'happiness'}, {'score': 0.004189863335341215, 'label': 'enthusiasm'}, {'score': 0.0006087858346290886, 'label': 'neutral'}, {'score': 0.00029081347747705877, 'label': 'fear'}, {'score': 6.994575960561633e-05, 'label': 'anger'}]",1.244046688079834
129,105,Aniemore/hubert-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_030.wav,happiness,happiness,"[{'score': 0.9936016201972961, 'label': 'happiness'}, {'score': 0.006024412345141172, 'label': 'enthusiasm'}, {'score': 0.0001432848075637594, 'label': 'fear'}, {'score': 0.00010854857100639492, 'label': 'disgust'}, {'score': 5.197861901251599e-05, 'label': 'neutral'}]",0.5539710521697998
130,108,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_090.wav,enthusiasm,enthusiasm,"[{'score': 0.9986613988876343, 'label': 'enthusiasm'}, {'score': 0.0008090005139820278, 'label': 'neutral'}, {'score': 0.00038484460674226284, 'label': 'happiness'}, {'score': 7.519657810917124e-05, 'label': 'disgust'}, {'score': 4.2596744606271386e-05, 'label': 'sadness'}]",1.2433195114135742
131,111,Aniemore/hubert-emotion-russian-resd,enthusiasm_sadness_15/15_enthusiasm_sadness_e_032.wav,enthusiasm,enthusiasm,"[{'score': 0.9983845949172974, 'label': 'enthusiasm'}, {'score': 0.0013219951651990414, 'label': 'neutral'}, {'score': 0.00013573095202445984, 'label': 'disgust'}, {'score': 8.933557546697557e-05, 'label': 'happiness'}, {'score': 5.730725024477579e-05, 'label': 'sadness'}]",1.7488281726837158
132,114,Aniemore/hubert-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_n_020.wav,fear,neutral,"[{'score': 0.9968547821044922, 'label': 'fear'}, {'score': 0.0013978739734739065, 'label': 'happiness'}, {'score': 0.0007822257466614246, 'label': 'enthusiasm'}, {'score': 0.0005488753668032587, 'label': 'neutral'}, {'score': 0.00026947486912831664, 'label': 'sadness'}]",0.31750941276550293
133,117,Aniemore/hubert-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_150.wav,anger,happiness,"[{'score': 0.7960132360458374, 'label': 'anger'}, {'score': 0.19463370740413666, 'label': 'happiness'}, {'score': 0.008758876472711563, 'label': 'fear'}, {'score': 0.0003720504464581609, 'label': 'disgust'}, {'score': 0.0001230239577125758, 'label': 'sadness'}]",0.9551846981048584
134,120,Aniemore/hubert-emotion-russian-resd,03_disgust_neutral/03_disgust_neutral n_010.wav,happiness,neutral,"[{'score': 0.4153520464897156, 'label': 'happiness'}, {'score': 0.38761183619499207, 'label': 'enthusiasm'}, {'score': 0.185743510723114, 'label': 'neutral'}, {'score': 0.006971832364797592, 'label': 'fear'}, {'score': 0.0029695890843868256, 'label': 'sadness'}]",0.15825152397155762
135,123,Aniemore/hubert-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_h_070.wav,enthusiasm,happiness,"[{'score': 0.5171805024147034, 'label': 'enthusiasm'}, {'score': 0.44623538851737976, 'label': 'happiness'}, {'score': 0.025069940835237503, 'label': 'neutral'}, {'score': 0.008420899510383606, 'label': 'sadness'}, {'score': 0.0028581705410033464, 'label': 'fear'}]",1.6215159893035889
